Env,SoilDepth,SoilpH,WDRFpH,SSalts,PSMC,Organic,NitrateN,NitrogenPerAcre ,K,SulfateS,Ca,Mg,Na,CEC,PercentH ,PercentK,PercentCa,PercentMg,PercentNa,P,PercentSand,PercentSilt,PercentClay 
TXH1_2019,0.508924482,1.895900514,0.731634409,-1.011656778,0.095782629,-2.02099036,-0.134199198,-0.08494774,-0.646414301,0.909394379,1.379996911,-0.772752022,0.231360318,0.933390953,-0.632762968,-0.991588691,1.609914322,-1.532623293,-0.934679985,-1.030394611,-0.056763452,0.310840741,-0.427415185
TXH1_2020,0.508924482,1.638725284,0.731634409,-0.292292253,0.095782629,-1.147455785,-1.336365295,-1.39038834,0.965923429,-0.317096199,1.50774842,-0.305771552,-0.057646745,1.199718683,-0.632762968,-0.146363531,1.293720416,-1.265607216,-0.934679985,-0.101871918,-0.844003694,1.159268612,-0.123181912
TXH1_2021,0.508924482,1.381550054,0.731634409,2.185518891,0.095782629,-0.798041954,-0.412667051,-0.395766931,1.273431141,0.291243128,2.660804558,0.256613531,3.073263108,2.422405078,-0.632762968,-0.568976111,1.293720416,-1.132099177,0.845818414,-0.72999021,-0.99161124,-0.080741354,2.107862087
TXH2_2019,0.508924482,2.024488129,0.731634409,-0.931727387,0.095782629,-1.584223072,-0.460210343,-0.437209489,0.026778256,-0.464275068,2.175480529,-0.426282641,0.231360318,1.756585754,-0.632762968,-0.991588691,1.54667554,-1.532623293,-0.934679985,-0.866537665,-0.155168482,0.049786011,0.18105136
TXH2_2020,0.508924482,1.510137669,0.731634409,1.306295582,0.095782629,-0.099214294,-0.935643263,-0.955241473,3.068611294,-0.032550385,2.638415118,0.372103324,1.387388571,2.470828302,-0.632762968,0.276249049,1.167242854,-1.132099177,0.845818414,-0.1564909,-1.237623816,-0.015477671,2.51350645
TXH2_2021,0.508924482,1.252962439,0.731634409,3.144671592,0.095782629,-0.710688497,-0.548505028,-0.540815886,1.182009929,0.242183505,2.514614688,0.196357986,3.025095264,2.277135408,-0.632762968,-0.568976111,1.293720416,-1.132099177,0.845818414,-0.757299701,-1.237623816,0.441368105,1.803628814
TXH3_2019,0.508924482,1.895900514,0.731634409,-0.851797995,0.095782629,-1.584223072,-0.602840219,-0.602979724,-0.056331936,-0.268036576,2.084605745,-0.486538185,0.038688943,1.659739307,-0.632762968,-0.991588691,1.54667554,-1.532623293,-0.934679985,-0.839228174,-0.351978543,-0.080741354,0.789517906
TXH3_2020,0.508924482,1.381550054,0.731634409,0.986578015,0.095782629,-0.798041954,-1.112232633,-1.162454267,1.423029487,0.026321163,2.014144862,0.045719125,1.676395635,1.780797366,-0.632762968,-0.146363531,1.230481635,-1.132099177,0.845818414,-0.374966828,-1.09001627,0.963477565,0.688106815
TXH3_2021,0.508924482,1.510137669,0.731634409,4.103824293,0.095782629,-0.273921209,-0.113823501,-0.064226461,2.013111852,0.546353168,3.344340978,0.924445816,6.011501585,3.245599879,-0.632762968,-0.146363531,1.167242854,-0.998591138,0.845818414,-0.784609192,-1.631243937,-0.472323448,4.034672813
WIH1_2016,0.508924482,0.224261519,0.731634409,-0.132433469,0.095782629,0.162846079,-0.915267566,-0.934520194,-0.322284551,0.399174298,-0.148411596,1.532022557,-0.394821653,0.001243899,-0.632762968,-0.568976111,-0.224010328,2.205601797,-0.934679985,0.171222992,-1.09001627,1.355059659,0.07964027
WIH1_2017,0.508924482,0.352849134,0.731634409,-0.212362861,0.095782629,1.211087569,1.115510192,1.282656697,1.306675218,-0.699761259,-0.205702221,1.120276336,-0.49115734,-0.071390936,-0.632762968,1.121474209,-0.287249109,1.80507768,-0.934679985,2.437910744,-1.1884213,0.898213882,0.992340087
WIH1_2018,0.508924482,0.352849134,0.731634409,-0.212362861,0.095782629,1.211087569,1.115510192,1.282656697,1.306675218,-0.699761259,-0.205702221,1.120276336,-0.49115734,-0.071390936,-0.632762968,1.121474209,-0.287249109,1.80507768,-0.934679985,2.437910744,-1.1884213,0.898213882,0.992340087
WIH1_2019,0.508924482,0.738611979,0.731634409,-0.931727387,0.095782629,1.735208314,-0.541713129,-0.520094607,1.273431141,-0.611453937,-0.021318601,1.019850428,-0.442989496,0.073878735,-0.632762968,0.698861629,-0.034293985,1.271045525,-0.934679985,2.383291762,-1.237623816,1.224532294,0.586695724
WIH1_2020,-1.802440873,-1.190202246,-2.094882321,-0.771868603,0.095782629,1.123734112,-0.18174249,-0.623701004,0.242864756,-0.366155822,-0.633077112,-0.08985585,-0.346653809,-0.11981416,1.514570671,0.276249049,-1.61526351,-0.064034865,-0.934679985,0.198532483,-0.745598664,0.898213882,0.07964027
WIH1_2021,-1.802440873,-0.547264171,-1.287306112,1.705942541,0.095782629,1.90991523,3.295709724,1.925016358,1.223565025,-0.130669631,-0.085194355,1.03993561,-0.009478901,0.376523882,0.321607538,0.276249049,-0.729920576,0.870521408,-0.934679985,2.437910744,-1.139218785,1.355059659,0.18105136
WIH2_2016,0.508924482,-0.032913711,0.731634409,-0.292292253,0.095782629,0.162846079,-0.412667051,-0.375045651,-0.754457551,0.202935806,-0.413792306,1.140361517,0.37586385,-0.32561286,-0.632762968,-0.568976111,-0.413726671,2.472617875,0.845818414,-1.057704102,-0.89320621,1.159268612,-0.021770821
WIH2_2017,0.508924482,0.095673904,0.731634409,-1.011656778,0.095782629,0.250199536,0.517823092,0.640297037,0.267797814,-0.729197033,-0.28867485,1.170489289,-0.394821653,-0.180343189,-0.632762968,0.276249049,-0.287249109,2.072093758,-0.934679985,0.11660401,-1.336028846,1.420323341,0.485284633
WIH2_2018,0.508924482,0.095673904,0.731634409,-1.011656778,0.095782629,0.250199536,0.517823092,0.640297037,0.267797814,-0.729197033,-0.28867485,1.170489289,-0.394821653,-0.180343189,-0.632762968,0.276249049,-0.287249109,2.072093758,-0.934679985,0.11660401,-1.336028846,1.420323341,0.485284633
WIH2_2019,0.508924482,0.352849134,0.731634409,-1.09158617,0.095782629,1.385794484,-0.745470095,-0.74802868,-0.480193917,-0.415215445,-0.175410626,1.135340222,-0.250318121,-0.107708354,-0.632762968,-0.568976111,-0.097532766,1.80507768,-0.934679985,-0.074562427,-1.237623816,1.094004929,0.789517906
WIH2_2020,-1.802440873,-0.161501326,0.731634409,0.986578015,0.095782629,1.560501399,2.324468188,1.19977158,0.118199468,0.055756937,-0.453961595,0.763764364,-0.394821653,-0.422459307,-0.632762968,0.276249049,-0.287249109,2.072093758,-0.934679985,0.690103321,-0.745598664,0.898213882,0.07964027
WIH2_2021,-1.802440873,-0.032913711,0.731634409,0.187284098,0.095782629,1.385794484,0.538198789,-0.10566902,-0.139442128,-0.091421933,-0.062146402,1.346234628,0.183192474,0.049667123,-0.632762968,-0.568976111,-0.097532766,1.80507768,0.845818414,0.580865357,-1.237623816,1.289795977,0.485284633
WIH3_2020,-1.802440873,-1.961727936,-2.094882321,-1.171515562,0.095782629,-1.67157653,-0.548505028,-0.893077635,-0.804323666,0.065568861,-1.231665364,-1.189519538,-0.539325184,-0.906691543,3.482959841,-0.568976111,-3.069755473,-1.265607216,-0.934679985,1.372840596,2.206552244,-1.908124461,-1.644348275
WIH3_2021,-1.802440873,-0.933027016,-0.883518008,-1.171515562,0.095782629,-1.67157653,-1.214111116,-1.39038834,-0.820945705,-0.415215445,-1.209275924,-1.234711197,-0.394821653,-1.245654108,2.349644864,0.276249049,-2.184412539,-0.73157506,0.845818414,0.853960267,2.206552244,-1.581806049,-2.151403729
